adjective,noun,type
rough,chronology,y
rough,camping,y
rough,imitation,y
rough,direction,y
rough,relationship,y
rough,proxy,y
rough,proportion,y
rough,balance,y
rough,translation,y
rough,breakdown,y
rough,statistic,y
rough,condition,y
rough,people,y
rough,season,y
rough,distance,y
rough,knowledge,y
rough,lad,y
rough,business,y
rough,upbringing,y
rough,prosecution,y
rough,reputation,y
rough,start,y
rough,economy,y
rough,reception,y
rough,attempt,y
rough,voice,y
rough,behavior,y
rough,rider,y
rough,footage,y
rough,manuscript,y
rough,technique,y
rough,recording,y
rough,guidance,y
rough,estimate,y
rough,decade,y
rough,cost,y
rough,inning,y
rough,test,y
rough,understanding,y
rough,investment,y
rough,term,y
rough,series,y
rough,interrogation,y
rough,stock,y
rough,price,y
rough,equivalent,y
rough,comparison,y
rough,estimation,y
rough,grouping,y
rough,template,y
rough,order,y
rough,commute,y
rough,play,y
rough,week,y
rough,trip,y
rough,shooting,y
rough,chapter,y
rough,average,y
rough,use,y
rough,calculation,y
rough,correlation,y
rough,division,y
rough,meaning,y
rough,plan,y
rough,charm,y
rough,peasant,y
rough,night,y
rough,drawing,y
rough,evening,y
rough,guy,y
rough,city,y
rough,consensus,y
rough,chart,y
rough,conduct,y
rough,indicator,y
rough,equity,y
rough,texture,y
rough,parallel,y
rough,running,y
rough,university,y
rough,music,y
rough,justice,y
rough,child,y
rough,committee,y
rough,guess,y
rough,tuesday,y
rough,number,y
rough,magic,y
rough,pregnancy,y
rough,campaign,y
rough,treatment,y
rough,sport,y
rough,holiday,y
rough,category,y
rough,month,y
rough,foul,y
rough,version,y
rough,projection,y
rough,review,y
rough,outing,y
rough,sleeping,y
rough,interpretation,y
rough,ranking,y
rough,past,y
rough,encounter,y
rough,winter,y
rough,credit,y
rough,rule,y
rough,compromise,y
rough,language,y
rough,work,y
rough,relation,y
rough,overview,y
rough,guideline,y
rough,deal,y
rough,owner,y
rough,period,y
rough,childhood,y
rough,transcript,y
rough,distinction,y
rough,introduction,y
rough,description,y
rough,survey,y
rough,metric,y
rough,demo,y
rough,date,y
rough,kid,y
rough,indication,y
rough,moment,y
rough,politics,y
rough,word,y
rough,transition,y
rough,customer,y
rough,day,y
rough,decision,y
rough,determination,y
rough,sketch,y
rough,map,y
rough,market,y
rough,usage,y
rough,player,y
rough,tackle,y
rough,lifestyle,y
rough,simulation,y
rough,neighborhood,y
rough,summer,y
rough,trade,y
rough,turmoil,y
rough,pub,y
rough,examination,y
rough,situation,y
rough,answer,y
rough,descent,y
rough,summary,y
rough,analogy,y
rough,benchmark,y
rough,year,y
rough,agreement,y
rough,list,y
rough,individual,y
rough,correspondence,y
rough,afternoon,y
rough,client,y
rough,suburb,y
rough,diagram,y
rough,landing,y
rough,home,y
rough,schedule,y
rough,character,y
rough,war,y
rough,travel,y
rough,approximation,y
rough,time,y
rough,analogue,y
rough,fight,y
rough,timetable,y
rough,itinerary,y
rough,beginning,y
rough,challenge,y
rough,action,y
rough,sleeper,y
rough,tactic,y
rough,outline,y
rough,draft,y
rough,duty,y
rough,competition,y
rough,assessment,y
rough,conversion,y
rough,sex,y
rough,analysis,y
rough,idea,y
rough,adjustment,y
rough,measure,y
rough,alignment,y
rough,method,y
rough,debut,y
rough,timeline,y
rough,vocal,y
rough,account,y
rough,count,y
rough,role,y
rough,prediction,y
rough,handling,y
rough,edge,n
rough,nail,n
rough,root,n
rough,leather,n
rough,bottom,n
rough,diamond,n
rough,bark,n
rough,pasture,n
rough,ore,n
rough,ball,n
rough,concrete,n
rough,clay,n
rough,coastline,n
rough,piece,n
rough,trunk,n
rough,bit,n
rough,wall,n
rough,blanket,n
rough,neck,n
rough,terrain,n
rough,coat,n
rough,hillside,n
rough,rubble,n
rough,tile,n
rough,topography,n
rough,face,n
rough,gem,n
rough,forest,n
rough,air,n
rough,paper,n
rough,chunk,n
rough,track,n
rough,space,n
rough,fabric,n
rough,table,n
rough,grain,n
rough,wool,n
rough,tree,n
rough,hand,n
rough,leaf,n
rough,stone,n
rough,cotton,n
rough,hedge,n
rough,skin,n
rough,gravel,n
rough,coral,n
rough,stick,n
rough,boulder,n
rough,canvas,n
rough,cloth,n
rough,straw,n
rough,earth,n
rough,lava,n
rough,carpet,n
rough,trail,n
rough,paste,n
rough,bush,n
rough,countryside,n
rough,hole,n
rough,landscape,n
rough,path,n
rough,paddock,n
rough,beach,n
rough,pole,n
rough,scrub,n
rough,hair,n
rough,clothes,n
rough,plank,n
rough,ocean,n
rough,plaster,n
rough,wave,n
rough,fur,n
rough,ground,n
rough,sand,n
rough,corner,n
rough,ice,n
rough,lumber,n
rough,exterior,n
rough,log,n
rough,flint,n
rough,touch,n
rough,sandstone,n
rough,pavement,n
rough,gully,n
rough,snow,n
rough,wood,n
rough,mountain,n
rough,box,n
rough,hill,n
rough,turf,n
rough,tarmac,n
rough,rice,n
rough,cliff,n
rough,canyon,n
rough,rock,n
rough,material,n
rough,sphere,n
rough,roadway,n
rough,timber,n
rough,territory,n
rough,masonry,n
rough,grassland,n
rough,floor,n
rough,surface,n
rough,metal,n
rough,granite,n
rough,dough,n
rough,brick,n
rough,body,n
rough,land,n
rough,pottery,n
rough,mud,n
rough,meadow,n
rough,grass,n
rough,tongue,n
rough,sheet,n
rough,jungle,n
rough,pencil,n
rough,woodland,n
rough,water,n
rough,pine,n
rough,desert,n
rough,silk,n
rough,bump,n
rough,field,n
rough,limestone,n
rough,hemp,n
rough,dirt,n
rough,vegetation,n
rough,slab,n
rough,coin,n
rough,fish,n
rough,garment,n
rough,beard,n
shallow,person,y
shallow,thought,y
shallow,life,y
shallow,manifesto,y
shallow,thinking,y
shallow,support,y
shallow,education,y
shallow,relationship,y
shallow,marriage,y
shallow,recovery,y
shallow,knowledge,y
shallow,margin,y
shallow,improvement,y
shallow,detail,y
shallow,objective,y
shallow,rookie,y
shallow,gift,y
shallow,attempt,y
shallow,model,y
shallow,claim,y
shallow,research,y
shallow,understanding,y
shallow,applause,y
shallow,program,y
shallow,press,y
shallow,community,y
shallow,mind,y
shallow,vote,y
shallow,entertainment,y
shallow,decision,y
shallow,pitch,y
shallow,service,y
shallow,development,y
shallow,study,y
shallow,drama,y
shallow,diva,y
shallow,banker,y
shallow,plot,y
shallow,victory,y
shallow,price,y
shallow,care,y
shallow,celebrity,y
shallow,capital,y
shallow,talent,y
shallow,child,y
shallow,argument,y
shallow,effort,y
shallow,strategy,y
shallow,name,y
shallow,concept,y
shallow,offer,y
shallow,respondent,y
shallow,loss,y
shallow,experience,y
shallow,temptation,y
shallow,credit,y
shallow,need,y
shallow,debate,y
shallow,woman,y
shallow,committee,y
shallow,workings,y
shallow,show,y
shallow,class,y
shallow,advantage,y
shallow,progress,y
shallow,increase,y
shallow,man,y
shallow,donation,y
shallow,money,y
shallow,painter,y
shallow,optimism,y
shallow,reading,y
shallow,player,y
shallow,biography,y
shallow,attack,y
shallow,fantasy,y
shallow,working,y
shallow,tax,y
shallow,record,y
shallow,scheme,y
shallow,job,y
shallow,people,y
shallow,character,y
shallow,magazine,y
shallow,recession,y
shallow,municipality,y
shallow,information,y
shallow,euro,y
shallow,role,y
shallow,official,y
shallow,materialism,y
shallow,applicant,y
shallow,analysis,y
shallow,report,y
shallow,library,y
shallow,hearing,y
shallow,value,y
shallow,processing,y
shallow,mass,n
shallow,freshwater,n
shallow,depth,n
shallow,lagoon,n
shallow,pan,n
shallow,inlet,n
shallow,ramp,n
shallow,waterway,n
shallow,swamp,n
shallow,cove,n
shallow,shore,n
shallow,rapid,n
shallow,cup,n
shallow,tundra,n
shallow,groove,n
shallow,rock,n
shallow,stream,n
shallow,swimming,n
shallow,ravine,n
shallow,center,n
shallow,crust,n
shallow,gorge,n
shallow,tin,n
shallow,wall,n
shallow,chimney,n
shallow,cave,n
shallow,pot,n
shallow,hollow,n
shallow,underground,n
shallow,crack,n
shallow,drilling,n
shallow,bunker,n
shallow,space,n
shallow,area,n
shallow,roof,n
shallow,drainage,n
shallow,surf,n
shallow,stone,n
shallow,shelf,n
shallow,harbor,n
shallow,boat,n
shallow,terrace,n
shallow,ridge,n
shallow,gravel,n
shallow,coral,n
shallow,ditch,n
shallow,vessel,n
shallow,earthquake,n
shallow,pit,n
shallow,pond,n
shallow,brick,n
shallow,canal,n
shallow,mining,n
shallow,spill,n
shallow,notch,n
shallow,basket,n
shallow,incline,n
shallow,marsh,n
shallow,bath,n
shallow,reef,n
shallow,cavity,n
shallow,porch,n
shallow,mine,n
shallow,hole,n
shallow,plateau,n
shallow,surface,n
shallow,mud,n
shallow,inland,n
shallow,beach,n
shallow,layer,n
shallow,channel,n
shallow,seabed,n
shallow,ocean,n
shallow,tray,n
shallow,plate,n
shallow,trench,n
shallow,seam,n
shallow,ground,n
shallow,quake,n
shallow,well,n
shallow,sand,n
shallow,corner,n
shallow,dome,n
shallow,excavation,n
shallow,coast,n
shallow,container,n
shallow,estuary,n
shallow,creek,n
shallow,dive,n
shallow,drill,n
shallow,gully,n
shallow,soil,n
shallow,saucepan,n
shallow,snow,n
shallow,river,n
shallow,box,n
shallow,groundwater,n
shallow,strait,n
shallow,trough,n
shallow,end,n
shallow,slope,n
shallow,pool,n
shallow,canyon,n
shallow,magma,n
shallow,cone,n
shallow,shaft,n
shallow,bay,n
shallow,bedrock,n
shallow,nest,n
shallow,floor,n
shallow,land,n
shallow,granite,n
shallow,dish,n
shallow,sea,n
shallow,shoreline,n
shallow,basin,n
shallow,port,n
shallow,wetland,n
shallow,wreck,n
shallow,flat,n
shallow,tunnel,n
shallow,saucer,n
shallow,valley,n
shallow,burrow,n
shallow,coal,n
shallow,swim,n
shallow,sill,n
shallow,pocket,n
shallow,habitat,n
shallow,landslide,n
shallow,grave,n
shallow,lake,n
shallow,brook,n
shallow,cultivation,n
shallow,quarry,n
shallow,water,n
shallow,crater,n
shallow,draft,n
shallow,puddle,n
shallow,bowl,n
shallow,balcony,n
shallow,bed,n
shallow,limestone,n
shallow,reservoir,n
shallow,region,n
shallow,burial,n
shallow,outfit,n
shallow,tank,n
smooth,solicitor,y
smooth,migration,y
smooth,turnover,y
smooth,life,y
smooth,reform,y
smooth,interaction,y
smooth,distribution,y
smooth,closure,y
smooth,earnings,y
smooth,change,y
smooth,advancement,y
smooth,outcome,y
smooth,tribunal,y
smooth,recovery,y
smooth,owner,y
smooth,strategy,y
smooth,implementation,y
smooth,business,y
smooth,fielder,y
smooth,character,y
smooth,completion,y
smooth,income,y
smooth,holding,y
smooth,episode,y
smooth,voice,y
smooth,rhythm,y
smooth,writing,y
smooth,merger,y
smooth,pursuit,y
smooth,voting,y
smooth,conclusion,y
smooth,operator,y
smooth,video,y
smooth,meeting,y
smooth,application,y
smooth,dialogue,y
smooth,transmission,y
smooth,deployment,y
smooth,campaign,y
smooth,pullout,y
smooth,ascent,y
smooth,frequency,y
smooth,reaction,y
smooth,vote,y
smooth,supporter,y
smooth,embassy,y
smooth,decision,y
smooth,transfer,y
smooth,reel,y
smooth,working,y
smooth,manner,y
smooth,resolution,y
smooth,counting,y
smooth,delivery,y
smooth,integration,y
smooth,responsibility,y
smooth,baritone,y
smooth,movie,y
smooth,talk,y
smooth,victory,y
smooth,security,y
smooth,answer,y
smooth,response,y
smooth,visit,y
smooth,running,y
smooth,efficiency,y
smooth,conduct,y
smooth,reverse,y
smooth,management,y
smooth,industry,y
smooth,justice,y
smooth,artist,y
smooth,relationship,y
smooth,spectrum,y
smooth,takeover,y
smooth,story,y
smooth,negotiation,y
smooth,withdrawal,y
smooth,proceeding,y
smooth,advance,y
smooth,certification,y
smooth,holiday,y
smooth,governance,y
smooth,trade,y
smooth,progression,y
smooth,flight,y
smooth,uprising,y
smooth,success,y
smooth,experience,y
smooth,operating,y
smooth,evolution,y
smooth,occupation,y
smooth,soul,y
smooth,credit,y
smooth,debut,y
smooth,conversion,y
smooth,handover,y
smooth,transaction,y
smooth,evacuation,y
smooth,cooperation,y
smooth,succession,y
smooth,work,y
smooth,commercial,y
smooth,trial,y
smooth,continuity,y
smooth,organization,y
smooth,function,y
smooth,skill,y
smooth,run,y
smooth,confirmation,y
smooth,topic,y
smooth,introduction,y
smooth,expansion,y
smooth,survey,y
smooth,jazz,y
smooth,progress,y
smooth,increase,y
smooth,styling,y
smooth,access,y
smooth,launch,y
smooth,variation,y
smooth,payment,y
smooth,traffic,y
smooth,play,y
smooth,incorporation,y
smooth,start,y
smooth,market,y
smooth,settlement,y
smooth,reading,y
smooth,player,y
smooth,process,y
smooth,service,y
smooth,trip,y
smooth,syndicate,y
smooth,production,y
smooth,statement,y
smooth,sale,y
smooth,relation,y
smooth,melody,y
smooth,procedure,y
smooth,approach,y
smooth,administration,y
smooth,operation,y
smooth,circumstance,y
smooth,politician,y
smooth,discussion,y
smooth,approval,y
smooth,fun,y
smooth,sound,y
smooth,preparation,y
smooth,exchange,y
smooth,tone,y
smooth,travel,y
smooth,arrangement,y
smooth,election,y
smooth,game,y
smooth,dance,y
smooth,memory,y
smooth,cook,y
smooth,exodus,y
smooth,outline,y
smooth,music,y
smooth,shift,y
smooth,countdown,y
smooth,peace,y
smooth,style,y
smooth,communication,y
smooth,bank,y
smooth,execution,y
smooth,coordination,y
smooth,adjustment,y
smooth,departure,y
smooth,power,y
smooth,return,y
smooth,talking,y
smooth,vocal,y
smooth,move,y
smooth,performance,y
smooth,spokesman,y
smooth,harmony,y
smooth,speech,y
smooth,handling,y
smooth,word,y
smooth,chocolate,n
smooth,edge,n
smooth,pebble,n
smooth,shell,n
smooth,crystal,n
smooth,leather,n
smooth,bottom,n
smooth,contour,n
smooth,cheek,n
smooth,wall,n
smooth,wheel,n
smooth,river,n
smooth,bark,n
smooth,expanse,n
smooth,groove,n
smooth,ball,n
smooth,gravy,n
smooth,concrete,n
smooth,rock,n
smooth,forehead,n
smooth,grass,n
smooth,rubber,n
smooth,trunk,n
smooth,feel,n
smooth,flooring,n
smooth,neck,n
smooth,terrain,n
smooth,muscle,n
smooth,coat,n
smooth,tile,n
smooth,silk,n
smooth,face,n
smooth,plain,n
smooth,air,n
smooth,paper,n
smooth,track,n
smooth,space,n
smooth,fabric,n
smooth,cut,n
smooth,area,n
smooth,grain,n
smooth,hand,n
smooth,leaf,n
smooth,stone,n
smooth,cotton,n
smooth,cream,n
smooth,gravel,n
smooth,consistency,n
smooth,stick,n
smooth,boulder,n
smooth,sand,n
smooth,rail,n
smooth,glass,n
smooth,branch,n
smooth,lip,n
smooth,top,n
smooth,trail,n
smooth,peanut,n
smooth,axle,n
smooth,paste,n
smooth,tube,n
smooth,sky,n
smooth,lining,n
smooth,form,n
smooth,circle,n
smooth,surface,n
smooth,potato,n
smooth,path,n
smooth,door,n
smooth,layer,n
smooth,brow,n
smooth,hair,n
smooth,plaster,n
smooth,bore,n
smooth,skin,n
smooth,metal,n
smooth,ice,n
smooth,soup,n
smooth,facade,n
smooth,exterior,n
smooth,touch,n
smooth,swing,n
smooth,asphalt,n
smooth,pavement,n
smooth,slate,n
smooth,wrinkle,n
smooth,box,n
smooth,hill,n
smooth,velvet,n
smooth,turf,n
smooth,tarmac,n
smooth,plastic,n
smooth,manifold,n
smooth,gloss,n
smooth,slope,n
smooth,coating,n
smooth,railway,n
smooth,pearl,n
smooth,paint,n
smooth,material,n
smooth,sphere,n
smooth,shaft,n
smooth,finger,n
smooth,sauce,n
smooth,oil,n
smooth,floor,n
smooth,curve,n
smooth,granite,n
smooth,patch,n
smooth,sea,n
smooth,dough,n
smooth,body,n
smooth,leg,n
smooth,land,n
smooth,ride,n
smooth,feather,n
smooth,mud,n
smooth,snake,n
smooth,wood,n
smooth,tongue,n
smooth,ground,n
smooth,structure,n
smooth,sheet,n
smooth,road,n
smooth,lake,n
smooth,water,n
smooth,texture,n
smooth,flesh,n
smooth,mound,n
smooth,ceiling,n
smooth,medal,n
smooth,batter,n
smooth,field,n
smooth,limestone,n
smooth,shape,n
smooth,dirt,n
smooth,slab,n
smooth,lawn,n
smooth,fish,n
smooth,steel,n
smooth,highway,n
soft,illumination,y
soft,transition,y
soft,dismissal,y
soft,policy,y
soft,overthrow,y
soft,scenario,y
soft,earnings,y
soft,speaking,y
soft,demand,y
soft,tune,y
soft,outcome,y
soft,sell,y
soft,recovery,y
soft,consumer,y
soft,guitar,y
soft,knowledge,y
soft,orange,y
soft,try,y
soft,proof,y
soft,business,y
soft,character,y
soft,interview,y
soft,economy,y
soft,voice,y
soft,demeanor,y
soft,rhythm,y
soft,heart,y
soft,job,y
soft,outlook,y
soft,nationalist,y
soft,cost,y
soft,commission,y
soft,delay,y
soft,applause,y
soft,percussion,y
soft,loan,y
soft,security,y
soft,investment,y
soft,supporter,y
soft,euro,y
soft,play,y
soft,resolution,y
soft,currency,y
soft,development,y
soft,coral,y
soft,laugh,y
soft,detention,y
soft,choice,y
soft,talk,y
soft,quota,y
soft,price,y
soft,color,y
soft,entertainment,y
soft,response,y
soft,inheritance,y
soft,management,y
soft,yen,y
soft,argument,y
soft,story,y
soft,profit,y
soft,leadership,y
soft,hue,y
soft,stance,y
soft,treatment,y
soft,dollar,y
soft,smile,y
soft,approach,y
soft,news,y
soft,yellow,y
soft,democrat,y
soft,employment,y
soft,computing,y
soft,focus,y
soft,image,y
soft,lie,y
soft,soul,y
soft,credit,y
soft,notion,y
soft,energy,y
soft,punishment,y
soft,defense,y
soft,brown,y
soft,purple,y
soft,subordinate,y
soft,language,y
soft,goal,y
soft,export,y
soft,tribute,y
soft,generation,y
soft,data,y
soft,law,y
soft,skill,y
soft,protection,y
soft,question,y
soft,adventure,y
soft,lighting,y
soft,penalty,y
soft,indication,y
soft,equation,y
soft,exercise,y
soft,word,y
soft,vengeance,y
soft,money,y
soft,mission,y
soft,piano,y
soft,sail,y
soft,start,y
soft,market,y
soft,reply,y
soft,ballet,y
soft,song,y
soft,coverage,y
soft,bigotry,y
soft,restraint,y
soft,diplomacy,y
soft,message,y
soft,production,y
soft,position,y
soft,sale,y
soft,deadline,y
soft,melody,y
soft,answer,y
soft,pornography,y
soft,result,y
soft,attitude,y
soft,indicator,y
soft,accent,y
soft,offset,y
soft,parade,y
soft,gaze,y
soft,delight,y
soft,porn,y
soft,laughter,y
soft,support,y
soft,pink,y
soft,schedule,y
soft,tone,y
soft,solution,y
soft,shade,y
soft,information,y
soft,dance,y
soft,glow,y
soft,ballad,y
soft,official,y
soft,tactic,y
soft,advertising,y
soft,music,y
soft,partition,y
soft,intelligence,y
soft,competition,y
soft,inflation,y
soft,reset,y
soft,alternative,y
soft,report,y
soft,measure,y
soft,power,y
soft,return,y
soft,talking,y
soft,sentence,y
soft,vocal,y
soft,issue,y
soft,performance,y
soft,sound,y
soft,bass,y
soft,speech,y
soft,chocolate,n
soft,tire,n
soft,mass,n
soft,edge,n
soft,flour,n
soft,luggage,n
soft,yarn,n
soft,camel,n
soft,shell,n
soft,leather,n
soft,bottom,n
soft,slice,n
soft,feel,n
soft,jelly,n
soft,sediment,n
soft,filling,n
soft,terrain,n
soft,cup,n
soft,ball,n
soft,rock,n
soft,center,n
soft,stool,n
soft,grass,n
soft,bench,n
soft,flower,n
soft,rubber,n
soft,seat,n
soft,needle,n
soft,wire,n
soft,metal,n
soft,wall,n
soft,neck,n
soft,cookie,n
soft,coat,n
soft,compound,n
soft,brush,n
soft,plumage,n
soft,silk,n
soft,spring,n
soft,face,n
soft,felt,n
soft,noodle,n
soft,cheese,n
soft,silicone,n
soft,paper,n
soft,polyester,n
soft,glass,n
soft,fabric,n
soft,tissue,n
soft,candy,n
soft,hat,n
soft,wool,n
soft,mortar,n
soft,hand,n
soft,shale,n
soft,leaf,n
soft,stone,n
soft,cotton,n
soft,cream,n
soft,cap,n
soft,lip,n
soft,hay,n
soft,matter,n
soft,rain,n
soft,mouth,n
soft,ear,n
soft,bag,n
soft,pudding,n
soft,foot,n
soft,wind,n
soft,mineral,n
soft,cartilage,n
soft,foam,n
soft,cloth,n
soft,straw,n
soft,pine,n
soft,pad,n
soft,top,n
soft,baby,n
soft,carpet,n
soft,organ,n
soft,lining,n
soft,copper,n
soft,cushion,n
soft,paste,n
soft,palate,n
soft,tube,n
soft,petal,n
soft,vinyl,n
soft,taco,n
soft,towel,n
soft,broom,n
soft,sofa,n
soft,spine,n
soft,form,n
soft,surface,n
soft,mud,n
soft,sponge,n
soft,goat,n
soft,layer,n
soft,toilet,n
soft,skin,n
soft,drum,n
soft,hair,n
soft,clothes,n
soft,blanket,n
soft,wave,n
soft,fist,n
soft,fur,n
soft,toy,n
soft,ground,n
soft,bedding,n
soft,liner,n
soft,mattress,n
soft,sand,n
soft,corner,n
soft,crumb,n
soft,ice,n
soft,dome,n
soft,sculpture,n
soft,cast,n
soft,chalk,n
soft,exterior,n
soft,pillow,n
soft,rot,n
soft,chair,n
soft,touch,n
soft,sandstone,n
soft,bone,n
soft,fruit,n
soft,soil,n
soft,field,n
soft,snow,n
soft,tortilla,n
soft,wood,n
soft,solid,n
soft,mountain,n
soft,hill,n
soft,velvet,n
soft,turf,n
soft,plastic,n
soft,moss,n
soft,object,n
soft,consistency,n
soft,cliff,n
soft,clay,n
soft,wax,n
soft,string,n
soft,material,n
soft,shoulder,n
soft,margarine,n
soft,hip,n
soft,hail,n
soft,case,n
soft,platform,n
soft,shirt,n
soft,fleece,n
soft,glove,n
soft,floor,n
soft,skirt,n
soft,cover,n
soft,earth,n
soft,patch,n
soft,brick,n
soft,body,n
soft,powder,n
soft,land,n
soft,science,n
soft,food,n
soft,furnishings,n
soft,feather,n
soft,rope,n
soft,meadow,n
soft,serve,n
soft,breeze,n
soft,coal,n
soft,anatomy,n
soft,doll,n
soft,dune,n
soft,sheet,n
soft,iron,n
soft,pulp,n
soft,pencil,n
soft,soap,n
soft,revenue,n
soft,sole,n
soft,capsule,n
soft,belly,n
soft,nylon,n
soft,interior,n
soft,gel,n
soft,texture,n
soft,collar,n
soft,flesh,n
soft,mound,n
soft,kiss,n
soft,pellet,n
soft,seating,n
soft,bread,n
soft,boot,n
soft,grain,n
soft,butter,n
soft,bed,n
soft,back,n
soft,palm,n
soft,limestone,n
soft,alloy,n
soft,dirt,n
soft,vegetation,n
soft,shoe,n
soft,dough,n
soft,revolution,n
soft,knee,n
soft,silt,n
soft,steel,n
soft,suit,n
soft,wheat,n
soft,pouch,n
solid,concept,y
solid,history,y
solid,training,y
solid,person,y
solid,policy,y
solid,conservative,y
solid,technique,y
solid,company,y
solid,contributor,y
solid,sense,y
solid,earnings,y
solid,education,y
solid,demand,y
solid,relationship,y
solid,marriage,y
solid,recovery,y
solid,veteran,y
solid,example,y
solid,album,y
solid,proof,y
solid,business,y
solid,reputation,y
solid,economy,y
solid,opposition,y
solid,guy,y
solid,endorsement,y
solid,reason,y
solid,claim,y
solid,research,y
solid,fundamental,y
solid,lineup,y
solid,estimate,y
solid,conclusion,y
solid,understanding,y
solid,investment,y
solid,clue,y
solid,program,y
solid,prospect,y
solid,reference,y
solid,campaign,y
solid,commitment,y
solid,supporter,y
solid,customer,y
solid,credential,y
solid,profitability,y
solid,principle,y
solid,choice,y
solid,plan,y
solid,institution,y
solid,review,y
solid,consensus,y
solid,fact,y
solid,victory,y
solid,security,y
solid,achievement,y
solid,management,y
solid,success,y
solid,argument,y
solid,effort,y
solid,story,y
solid,profit,y
solid,strategy,y
solid,leadership,y
solid,advance,y
solid,offer,y
solid,approach,y
solid,candidate,y
solid,solution,y
solid,employment,y
solid,evidence,y
solid,experience,y
solid,following,y
solid,credit,y
solid,gain,y
solid,defense,y
solid,friendship,y
solid,advice,y
solid,career,y
solid,work,y
solid,deal,y
solid,partner,y
solid,data,y
solid,skill,y
solid,alliance,y
solid,knowledge,y
solid,progress,y
solid,man,y
solid,indication,y
solid,chance,y
solid,analysis,y
solid,introduction,y
solid,theory,y
solid,improvement,y
solid,instruction,y
solid,start,y
solid,market,y
solid,case,y
solid,partnership,y
solid,proposal,y
solid,recommendation,y
solid,sale,y
solid,relation,y
solid,record,y
solid,answer,y
solid,income,y
solid,result,y
solid,contribution,y
solid,science,y
solid,year,y
solid,agreement,y
solid,modeling,y
solid,mandate,y
solid,opportunity,y
solid,contender,y
solid,job,y
solid,character,y
solid,revenue,y
solid,family,y
solid,information,y
solid,organization,y
solid,judgment,y
solid,intelligence,y
solid,bet,y
solid,peace,y
solid,ally,y
solid,idea,y
solid,report,y
solid,leader,y
solid,return,y
solid,accomplishment,y
solid,guarantee,y
solid,performance,y
solid,chocolate,n
solid,fence,n
solid,mass,n
solid,substance,n
solid,hydrogen,n
solid,shell,n
solid,crystal,n
solid,maple,n
solid,bar,n
solid,wall,n
solid,wheel,n
solid,bronze,n
solid,debris,n
solid,ash,n
solid,ball,n
solid,concrete,n
solid,rock,n
solid,polymer,n
solid,vegetable,n
solid,lubricant,n
solid,crust,n
solid,piece,n
solid,resin,n
solid,silver,n
solid,rubber,n
solid,wire,n
solid,residue,n
solid,oak,n
solid,muscle,n
solid,compound,n
solid,material,n
solid,cylinder,n
solid,copper,n
solid,frame,n
solid,tissue,n
solid,table,n
solid,roof,n
solid,salt,n
solid,object,n
solid,stain,n
solid,tree,n
solid,stone,n
solid,particle,n
solid,timber,n
solid,flesh,n
solid,gold,n
solid,ring,n
solid,tumor,n
solid,lump,n
solid,volume,n
solid,rocket,n
solid,foam,n
solid,chemical,n
solid,glass,n
solid,organ,n
solid,cherry,n
solid,axle,n
solid,nucleus,n
solid,carbon,n
solid,line,n
solid,fuel,n
solid,surface,n
solid,birch,n
solid,door,n
solid,layer,n
solid,bridge,n
solid,fat,n
solid,waste,n
solid,plate,n
solid,building,n
solid,core,n
solid,ground,n
solid,ice,n
solid,chalk,n
solid,disk,n
solid,mahogany,n
solid,granite,n
solid,sandstone,n
solid,hardwood,n
solid,bone,n
solid,wood,n
solid,beam,n
solid,block,n
solid,grain,n
solid,plastic,n
solid,projectile,n
solid,clay,n
solid,disc,n
solid,construction,n
solid,sphere,n
solid,beech,n
solid,pillar,n
solid,chicken,n
solid,bedrock,n
solid,masonry,n
solid,floor,n
solid,metal,n
solid,oxide,n
solid,earth,n
solid,brick,n
solid,body,n
solid,stem,n
solid,land,n
solid,food,n
solid,aluminum,n
solid,coal,n
solid,structure,n
solid,marble,n
solid,spruce,n
solid,sheet,n
solid,iron,n
solid,box,n
solid,build,n
solid,walnut,n
solid,pine,n
solid,mineral,n
solid,house,n
solid,limestone,n
solid,slab,n
solid,brass,n
solid,manure,n
solid,barrier,n
solid,steel,n
solid,rod,n
sour,relation,y
sour,legacy,y
sour,reaction,y
sour,memory,y
sour,expression,y
sour,attitude,y
sour,response,y
sour,mood,y
sour,tycoon,y
sour,view,y
sour,relationship,y
sour,feeling,y
sour,turn,y
sour,earnings,y
sour,opportunity,y
sour,housing,y
sour,tone,y
sour,joke,y
sour,economy,y
sour,asset,y
sour,deal,y
sour,investor,y
sour,moment,y
sour,sentiment,y
sour,end,y
sour,outlook,y
sour,mortgage,y
sour,look,y
sour,start,y
sour,note,y
sour,market,y
sour,disposition,y
sour,smile,y
sour,ending,y
sour,news,y
sour,face,y
sour,loan,y
sour,tie,y
sour,comment,y
sour,stock,y
sour,experience,y
sour,trade,y
sour,word,y
sour,dressing,n
sour,flavor,n
sour,dish,n
sour,milk,n
sour,scent,n
sour,plum,n
sour,food,n
sour,cream,n
sour,lemon,n
sour,wine,n
sour,soup,n
sour,apple,n
sour,pickle,n
sour,orange,n
sour,fruit,n
sour,taste,n
sour,water,n
sour,pork,n
sour,cherry,n
sour,beer,n
sour,vegetable,n
sour,dough,n
sour,candy,n
sour,sauce,n
sour,fish,n
sour,tang,n
sour,cabbage,n
strong,history,y
strong,sanction,y
strong,popularity,y
strong,discipline,y
strong,implication,y
strong,policy,y
strong,turnover,y
strong,warning,y
strong,company,y
strong,representation,y
